emoji,emoji_name,emoji_status,source,load_datetime
👩🏽‍⚖️,:woman_judge_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍⚖,:woman_judge_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹‍♀️,:woman_juggling:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹‍♀,:woman_juggling:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏿‍♀️,:woman_juggling_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏿‍♀,:woman_juggling_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏻‍♀️,:woman_juggling_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏻‍♀,:woman_juggling_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏾‍♀️,:woman_juggling_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏾‍♀,:woman_juggling_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏼‍♀️,:woman_juggling_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏼‍♀,:woman_juggling_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏽‍♀️,:woman_juggling_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤹🏽‍♀,:woman_juggling_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎‍♀️,:woman_kneeling:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎‍♀,:woman_kneeling:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏿‍♀️,:woman_kneeling_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏿‍♀,:woman_kneeling_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏻‍♀️,:woman_kneeling_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏻‍♀,:woman_kneeling_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏾‍♀️,:woman_kneeling_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏾‍♀,:woman_kneeling_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏼‍♀️,:woman_kneeling_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏼‍♀,:woman_kneeling_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏽‍♀️,:woman_kneeling_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧎🏽‍♀,:woman_kneeling_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋️‍♀️,:woman_lifting_weights:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋‍♀️,:woman_lifting_weights:,unqualified,2,2023-06-08 12:04:07.045541+00:00
🏋️‍♀,:woman_lifting_weights:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋‍♀,:woman_lifting_weights:,unqualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏿‍♀️,:woman_lifting_weights_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏿‍♀,:woman_lifting_weights_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏻‍♀️,:woman_lifting_weights_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏻‍♀,:woman_lifting_weights_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏾‍♀️,:woman_lifting_weights_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏾‍♀,:woman_lifting_weights_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏼‍♀️,:woman_lifting_weights_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏼‍♀,:woman_lifting_weights_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏽‍♀️,:woman_lifting_weights_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏋🏽‍♀,:woman_lifting_weights_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻,:woman_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍🦲,:woman_light_skin_tone_bald:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧔🏻‍♀️,:woman_light_skin_tone_beard:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧔🏻‍♀,:woman_light_skin_tone_beard:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👱🏻‍♀️,:woman_light_skin_tone_blond_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👱🏻‍♀,:woman_light_skin_tone_blond_hair:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍🦱,:woman_light_skin_tone_curly_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍🦰,:woman_light_skin_tone_red_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍🦳,:woman_light_skin_tone_white_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙‍♀️,:woman_mage:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙‍♀,:woman_mage:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏿‍♀️,:woman_mage_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏿‍♀,:woman_mage_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏻‍♀️,:woman_mage_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏻‍♀,:woman_mage_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏾‍♀️,:woman_mage_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏾‍♀,:woman_mage_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏼‍♀️,:woman_mage_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏼‍♀,:woman_mage_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏽‍♀️,:woman_mage_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧙🏽‍♀,:woman_mage_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩‍🔧,:woman_mechanic:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍🔧,:woman_mechanic_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍🔧,:woman_mechanic_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍🔧,:woman_mechanic_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍🔧,:woman_mechanic_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍🔧,:woman_mechanic_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾,:woman_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍🦲,:woman_medium-dark_skin_tone_bald:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧔🏾‍♀️,:woman_medium-dark_skin_tone_beard:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧔🏾‍♀,:woman_medium-dark_skin_tone_beard:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👱🏾‍♀️,:woman_medium-dark_skin_tone_blond_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👱🏾‍♀,:woman_medium-dark_skin_tone_blond_hair:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍🦱,:woman_medium-dark_skin_tone_curly_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍🦰,:woman_medium-dark_skin_tone_red_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍🦳,:woman_medium-dark_skin_tone_white_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼,:woman_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍🦲,:woman_medium-light_skin_tone_bald:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧔🏼‍♀️,:woman_medium-light_skin_tone_beard:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧔🏼‍♀,:woman_medium-light_skin_tone_beard:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👱🏼‍♀️,:woman_medium-light_skin_tone_blond_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👱🏼‍♀,:woman_medium-light_skin_tone_blond_hair:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍🦱,:woman_medium-light_skin_tone_curly_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍🦰,:woman_medium-light_skin_tone_red_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍🦳,:woman_medium-light_skin_tone_white_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽,:woman_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍🦲,:woman_medium_skin_tone_bald:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧔🏽‍♀️,:woman_medium_skin_tone_beard:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧔🏽‍♀,:woman_medium_skin_tone_beard:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👱🏽‍♀️,:woman_medium_skin_tone_blond_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👱🏽‍♀,:woman_medium_skin_tone_blond_hair:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍🦱,:woman_medium_skin_tone_curly_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍🦰,:woman_medium_skin_tone_red_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍🦳,:woman_medium_skin_tone_white_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🚵‍♀️,:woman_mountain_biking:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🚵‍♀,:woman_mountain_biking:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🚵🏿‍♀️,:woman_mountain_biking_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🚵🏿‍♀,:woman_mountain_biking_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🚵🏻‍♀️,:woman_mountain_biking_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🚵🏻‍♀,:woman_mountain_biking_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🚵🏾‍♀️,:woman_mountain_biking_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🚵🏾‍♀,:woman_mountain_biking_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🚵🏼‍♀️,:woman_mountain_biking_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🚵🏼‍♀,:woman_mountain_biking_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🚵🏽‍♀️,:woman_mountain_biking_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🚵🏽‍♀,:woman_mountain_biking_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩‍💼,:woman_office_worker:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍💼,:woman_office_worker_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍💼,:woman_office_worker_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍💼,:woman_office_worker_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍💼,:woman_office_worker_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍💼,:woman_office_worker_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩‍✈️,:woman_pilot:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩‍✈,:woman_pilot:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍✈️,:woman_pilot_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍✈,:woman_pilot_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍✈️,:woman_pilot_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍✈,:woman_pilot_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍✈️,:woman_pilot_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍✈,:woman_pilot_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍✈️,:woman_pilot_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍✈,:woman_pilot_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍✈️,:woman_pilot_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍✈,:woman_pilot_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤾‍♀️,:woman_playing_handball:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤾‍♀,:woman_playing_handball:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤾🏿‍♀️,:woman_playing_handball_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤾🏿‍♀,:woman_playing_handball_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤾🏻‍♀️,:woman_playing_handball_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤾🏻‍♀,:woman_playing_handball_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤾🏾‍♀️,:woman_playing_handball_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤾🏾‍♀,:woman_playing_handball_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤾🏼‍♀️,:woman_playing_handball_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤾🏼‍♀,:woman_playing_handball_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤾🏽‍♀️,:woman_playing_handball_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤾🏽‍♀,:woman_playing_handball_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤽‍♀️,:woman_playing_water_polo:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤽‍♀,:woman_playing_water_polo:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤽🏿‍♀️,:woman_playing_water_polo_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤽🏿‍♀,:woman_playing_water_polo_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤽🏻‍♀️,:woman_playing_water_polo_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤽🏻‍♀,:woman_playing_water_polo_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤽🏾‍♀️,:woman_playing_water_polo_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤽🏾‍♀,:woman_playing_water_polo_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤽🏼‍♀️,:woman_playing_water_polo_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤽🏼‍♀,:woman_playing_water_polo_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤽🏽‍♀️,:woman_playing_water_polo_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤽🏽‍♀,:woman_playing_water_polo_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👮‍♀️,:woman_police_officer:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👮‍♀,:woman_police_officer:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👮🏿‍♀️,:woman_police_officer_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👮🏿‍♀,:woman_police_officer_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👮🏻‍♀️,:woman_police_officer_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👮🏻‍♀,:woman_police_officer_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👮🏾‍♀️,:woman_police_officer_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👮🏾‍♀,:woman_police_officer_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👮🏼‍♀️,:woman_police_officer_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👮🏼‍♀,:woman_police_officer_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👮🏽‍♀️,:woman_police_officer_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👮🏽‍♀,:woman_police_officer_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙎‍♀️,:woman_pouting:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙎‍♀,:woman_pouting:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙎🏿‍♀️,:woman_pouting_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙎🏿‍♀,:woman_pouting_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙎🏻‍♀️,:woman_pouting_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙎🏻‍♀,:woman_pouting_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙎🏾‍♀️,:woman_pouting_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙎🏾‍♀,:woman_pouting_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙎🏼‍♀️,:woman_pouting_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙎🏼‍♀,:woman_pouting_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙎🏽‍♀️,:woman_pouting_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙎🏽‍♀,:woman_pouting_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙋‍♀️,:woman_raising_hand:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙋‍♀,:woman_raising_hand:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙋🏿‍♀️,:woman_raising_hand_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙋🏿‍♀,:woman_raising_hand_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙋🏻‍♀️,:woman_raising_hand_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙋🏻‍♀,:woman_raising_hand_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙋🏾‍♀️,:woman_raising_hand_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙋🏾‍♀,:woman_raising_hand_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙋🏼‍♀️,:woman_raising_hand_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙋🏼‍♀,:woman_raising_hand_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🙋🏽‍♀️,:woman_raising_hand_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🙋🏽‍♀,:woman_raising_hand_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩‍🦰,:woman_red_hair:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🚣‍♀️,:woman_rowing_boat:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🚣‍♀,:woman_rowing_boat:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🚣🏿‍♀️,:woman_rowing_boat_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🚣🏿‍♀,:woman_rowing_boat_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🚣🏻‍♀️,:woman_rowing_boat_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🚣🏻‍♀,:woman_rowing_boat_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🚣🏾‍♀️,:woman_rowing_boat_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🚣🏾‍♀,:woman_rowing_boat_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🚣🏼‍♀️,:woman_rowing_boat_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🚣🏼‍♀,:woman_rowing_boat_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🚣🏽‍♀️,:woman_rowing_boat_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🚣🏽‍♀,:woman_rowing_boat_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏃‍♀️,:woman_running:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏃‍♀,:woman_running:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏃🏿‍♀️,:woman_running_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏃🏿‍♀,:woman_running_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏃🏻‍♀️,:woman_running_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏃🏻‍♀,:woman_running_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏃🏾‍♀️,:woman_running_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏃🏾‍♀,:woman_running_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏃🏼‍♀️,:woman_running_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏃🏼‍♀,:woman_running_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🏃🏽‍♀️,:woman_running_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏃🏽‍♀,:woman_running_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩‍🔬,:woman_scientist:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍🔬,:woman_scientist_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍🔬,:woman_scientist_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍🔬,:woman_scientist_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍🔬,:woman_scientist_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍🔬,:woman_scientist_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤷‍♀️,:woman_shrugging:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤷‍♀,:woman_shrugging:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤷🏿‍♀️,:woman_shrugging_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤷🏿‍♀,:woman_shrugging_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤷🏻‍♀️,:woman_shrugging_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤷🏻‍♀,:woman_shrugging_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤷🏾‍♀️,:woman_shrugging_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤷🏾‍♀,:woman_shrugging_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤷🏼‍♀️,:woman_shrugging_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤷🏼‍♀,:woman_shrugging_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🤷🏽‍♀️,:woman_shrugging_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤷🏽‍♀,:woman_shrugging_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩‍🎤,:woman_singer:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍🎤,:woman_singer_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍🎤,:woman_singer_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍🎤,:woman_singer_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍🎤,:woman_singer_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍🎤,:woman_singer_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧍‍♀️,:woman_standing:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧍‍♀,:woman_standing:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧍🏿‍♀️,:woman_standing_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧍🏿‍♀,:woman_standing_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧍🏻‍♀️,:woman_standing_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧍🏻‍♀,:woman_standing_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
